product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,platform,discount_offered,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username,capacity_unified,price_density_score,warranty_quality_interaction
PID280950,Washing Machine,Top Load,Model_C54,1.5,50.0,9.0,12.0,Fully-Automatic,SteamWash,3.0,Grey,39004.0,2022-12-07,1.0,3.7,Flipkart,10.0,12.0,Neutral,Not Returned,Excellent performance.,Unresolved,,Mumbai,Voltas Top Loa dWashing Machine (Model_C54),radha_80,1.5 Tons,26002.649331567118,3.7
PID748800,Washing Machine,Front Load,Model_L349,1.5,50.0,6.0,12.0,Fully-Automatic,ProSmart Inverter Motor,4.0,Black,39715.0,2022-10-30,5.0,4.6,Amazon,20.0,60.0,Positive,Not Returned,Excellent performance.,In Progress,2024-01-13,Delhi,Voltas Front Load Washing Machine (Model_L349),anil_user6,1.5 Tons,26476.649015567324,23.0
PID496691,Air Cooler,Tower,Model_Z207,1.5,70.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,3.0,Grey,55190.0,2022-09-27,5.0,4.8,Croma,30.0,60.0,Negative,Returned,Slow installation service.,Resolved,2022-05-14,Bangalore,Voltas Tower Air Cooler (Model_Z207),pooja_63,1.5 Tons,36793.3088044608,24.0
PID830085,Water Dispenser,Bottom Loading,Model_A364,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",3.0,Silver,78035.0,2023-12-18,10.0,4.0,Amazon,15.0,24.0,Positive,Not Returned,No issues so far.,Resolved,2022-01-19,Pune,Voltas Bottom Loading Water Dispenser (Model_A364),rahul.user558,1.5 Tons,52023.29865113424,40.0
PID582152,Washing Machine,Front Load,Model_V151,1.5,50.0,8.0,12.0,Semi-Automatic,GentleWave Drum,5.0,Black,75763.0,2024-06-26,5.0,3.7,Amazon,0.0,60.0,Positive,Not Returned,No issues so far.,In Progress,2023-09-27,Chennai,Voltas Front Load WashingM achine (Model_V151),ishaindia87,1.5 Tons,50508.63299424468,18.5
PID182086,Washing Machine,Top Load,Model_C132,1.5,50.0,6.5,12.0,Fully-Automatic,GentleWave Drum,3.0,Silver,32829.0,2022-03-13,2.0,3.6,Flipkart,15.0,24.0,Negative,Not Returned,No issues so far.,In Progress,2022-12-19,Chennai,Voltas Top Load Washing Machine (Model_C132),anita.buyer189,1.5 Tons,21885.985409343062,7.2
PID500559,Dishwasher,Table Top,Model_K88,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,4.0,Silver,72048.0,2023-04-24,2.0,4.6,Amazon,25.0,24.0,Negative,Returned,Slow installation service.,In Progress,2024-01-01,Delhi,Voltas Table Top Dishwasher (Model_K88),mohan.shop4,1.5 Tons,48031.967978688015,9.2
PID828372,Dishwasher,Full Size,Model_I164,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,5.0,Black,21527.0,2023-02-26,10.0,3.8,Vijay Sales,25.0,120.0,Neutral,Returned,Remote stopped working.,Resolved,2022-05-20,Mumbai,Voltas Full Size Dishwasher (Model_I164),priya.india047,1.5 Tons,14351.323765784156,38.0
PID478104,Water Dispenser,Top Loading,Model_I242,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,5.0,Silver,25742.0,2024-04-07,5.0,3.6,Amazon,20.0,60.0,Positive,Not Returned,Cooling issue after 2 months.,In Progress,2022-03-02,Delhi,Voltas Top Loading Water Dispenser (Model_I242),nisha_354,1.5 Tons,17161.321892452073,18.0
PID842796,Dishwasher,Full Size,Model_V125,1.5,50.0,7.0,15.0,Electronic Control,Hygiene+,4.0,Blue,16918.0,2023-08-03,2.0,3.1,Flipkart,10.0,24.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2024-01-28,Hyderabad,Voltas Full Size Dishwasher (Model_V125),vinod.0,1.5 Tons,11278.65914756057,6.2
PID628269,Dishwasher,Table Top,Model_J373,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,5.0,White,19900.0,2022-04-09,5.0,4.0,Amazon,0.0,60.0,Negative,Not Returned,Excellent performance.,Resolved,2024-04-05,Mumbai,Voltas Table Top Dishwasher (Model_J373),deepadeals479,1.5 Tons,13266.65782222812,20.0
PID609392,Washing Machine,Top Load,Model_O222,1.5,50.0,8.0,12.0,Semi-Automatic,GentleWave Drum,5.0,Silver,41122.0,2022-07-03,10.0,3.3,Croma,20.0,120.0,Positive,Returned,Slow installation service.,In Progress,2022-09-24,Chennai,Voltas Top Load Washing Machine (Model_O222),rohit.779,1.5 Tons,27414.648390234408,33.0
PID326809,Water Dispenser,Top Loading,Model_Q94,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,3.0,White,48865.0,2022-08-31,10.0,4.8,Croma,5.0,120.0,Negative,Not Returned,Slow installation service.,Resolved,2024-03-20,Hyderabad,Voltas Top Loading Water Dispenser (Model_Q94),mukesh.buyer896,1.5 Tons,32576.64494890337,48.0
PID623558,Water Dispenser,Bottom Loading,Model_E290,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",4.0,Blue,46386.0,2022-01-26,1.0,3.1,Amazon,25.0,12.0,Negative,Not Returned,Excellent performance.,In Progress,2023-07-21,Ahmedabad,Vlotas Single Door Refrigerator (Model_N325),preeti.buyer7,1.5 Tons,30923.979384013743,3.1
PID591000,Refrigerator,Single Door,Model_A104,1.5,550.0,7.0,12.0,Frost Free,NeoFrost Dual Cooling,3.0,Black,49070.0,2022-12-11,5.0,4.6,Croma,15.0,60.0,Neutral,Not Returned,Noisy operation at night.,In Progress,2022-09-02,Hyderabad,Voltas Single Door Refrigerator (Model_A104),sanjay7,1.5 Tons,32713.311524458983,23.0
PID910094,Dishwasher,Full Size,Model_P301,1.5,50.0,7.0,14.0,Electronic Control,Hygiene+,5.0,Blue,79021.0,2023-10-26,10.0,3.1,Croma,15.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2022-06-18,Chennai,Voltas Full Size Dishwasher (Model_P301),ajayuser19,1.5 Tons,52680.63154624564,31.0
PID308270,Refrigerator,Single Door,Model_O352,1.5,350.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,4.0,Black,68556.0,2023-08-03,1.0,3.8,Amazon,15.0,12.0,Neutral,Not Returned,No issues so far.,Resolved,2024-04-04,Bangalore,Voltas Single Door Refrigerator (Model_O352),arjunshop609,1.5 Tons,45703.96953068698,3.8
PID942893,Washing Machine,Front Load,Model_L11,1.5,50.0,6.5,12.0,Semi-Automatic,SteamWash,5.0,Blue,25661.0,2023-08-24,5.0,4.7,Croma,15.0,60.0,Positive,Returned,Cooling issue after 2 months.,Unresolved,2023-10-23,Hyderabad,Voltas Front Load Washing Machine (Model_L11),komalonline8,1.5 Tons,17107.32192845205,23.5
PID415905,Refrigerator,Side-by-Side,Model_J347,1.5,180.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,2.0,Silver,68471.0,2022-01-30,2.0,4.6,Flipkart,15.0,24.0,Positive,Returned,Slow installation service.,Unresolved,2022-11-10,Hyderabad,Voltas Side-by-Side Refrigerator (Model_J347),priya.india547,1.5 Tons,45647.30290179807,9.2
PID481514,Refrigerator,Double Door,Model_W308,1.5,450.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,3.0,White,40388.0,2022-02-19,1.0,3.6,Vijay Sales,0.0,12.0,Neutral,Not Returned,Excellent performance.,Unresolved,2023-10-23,Hyderabad,Voltas Double DoorR efrigerator (Model_W308),mukesh987,1.5 Tons,26925.31538312308,3.6
PID940490,Dishwasher,Full Size,Model_Y388,1.5,50.0,7.0,12.0,Electronic Control,Hygiene+,3.0,Black,51462.0,2022-01-26,1.0,4.4,Flipkart,20.0,12.0,Positive,Not Returned,Noisy operation at night.,Unresolved,2023-05-31,Ahmedabad,Voltas Full Size Dishwasher (Model_Y388),rahul0,1.5 Tons,34307.97712801525,4.4
PID377001,Washing Machine,Front Load,Model_N351,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,3.0,Black,70759.0,2024-01-07,10.0,4.9,Amazon,0.0,120.0,Neutral,Not Returned,Excellent performance.,Unresolved,2024-04-04,Pune,Voltas Front Load Washing Machine (Model_N351),shilpa.107,1.5 Tons,47172.63521824319,49.0
PID346527,Refrigerator,Double Door,Model_O66,1.5,180.0,7.0,12.0,Frost Free,StoreFresh+,3.0,White,58059.0,2022-01-24,10.0,4.4,Vijay Sales,20.0,120.0,Neutral,Returned,Cooling issue after 2 months.,Resolved,2022-09-27,Delhi,Voltas Double Door Refrigerator (Model_O66),nisha.online161,1.5 Tons,38705.9741960172,44.0
PID459735,Air Cooler,Personal,Model_S174,1.5,50.0,7.0,12.0,Evaporative Cooling,Ice Chamber,3.0,Silver,67662.0,2023-05-03,5.0,3.9,Croma,15.0,60.0,Positive,Not Returned,No issues so far.,Unresolved,2022-08-07,Pune,Voltas Personal Air Cooler (Model_S174),rohitbuyer3,1.5 Tons,45107.96992802005,19.5
PID787203,Air Conditioner,Inverter AC,Model_Y180,1.2,50.0,7.0,12.0,Inverter,Self Diagnosis,3.0,Black,25524.0,2024-06-30,1.0,4.0,Amazon,15.0,12.0,Neutral,Returned,Excellent performance.,Unresolved,2022-12-23,Ahmedabad,Voltas Inverter AC Air Conditioner (Model_Y180),vikas567,1.2 Tons,21269.98227501477,4.0
PID131741,Dishwasher,Full Size,Model_K374,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,2.0,Grey,78999.0,2023-01-29,10.0,3.8,Croma,10.0,120.0,Negative,Returned,Excellent performance.,In Progress,2023-12-26,Ahmedabad,Voltas Full Size Dishwasher (Model_K374),komal_908,1.5 Tons,52665.96488935674,38.0
PID514014,Dishwasher,Table Top,Model_I34,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,5.0,Grey,46386.0,2024-03-17,5.0,4.8,Flipkart,30.0,24.0,Negative,Returned,Remote stopped working.,In Progress,2023-06-26,Hyderabad,Voltas Table Top Dishwasher (Model_I34),sanjaybuyer8,1.5 Tons,30923.979384013743,24.0
PID901929,Water Dispenser,Top Loading,Model_J217,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",5.0,White,32973.0,2023-06-05,10.0,3.7,Flipkart,25.0,120.0,Neutral,Not Returned,No issues so far.,In Progress,2022-01-07,Hyderabad,Voltas Top Loading Water Dispenser (Model_J217),kiran_01,1.5 Tons,21981.985345343102,37.0
PID263681,Washing Machine,Front Load,Model_X361,1.5,50.0,6.5,12.0,Fully-Automatic,ProSmart Inverter Motor,4.0,Silver,77277.0,2023-12-25,2.0,3.0,Vijay Sales,20.0,24.0,Negative,Not Returned,Excellent performance.,In Progress,2023-04-20,Hyderabad,Voltas Front Load Washing Machine (Model_X361),mukesh.india59,1.5 Tons,51517.96565468957,6.0
PID729446,Dishwasher,Table Top,Model_W48,1.5,50.0,7.0,8.0,Electronic Control,AquaIntense,3.0,Grey,9148.0,2022-12-12,5.0,4.4,Vijay Sales,0.0,60.0,Neutral,Not Returned,Excellent performance.,Unresolved,2024-04-11,Mumbai,Voltas Table Top Dishwasher (Model_W48),kiran.online4,1.5 Tons,6098.6626008916,22.0
PID978874,Air Conditioner,Window AC,Model_G214,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,5.0,Silver,69521.0,2024-03-22,10.0,3.1,Flipkart,30.0,120.0,Neutral,Returned,Excellent performance.,Resolved,2022-09-01,Chennai,Voltas Window AC Air Conditoiner (Model_G214),preeti.deals12,1.5 Tons,46347.302435131714,31.0
PID785454,Water Dispenser,Top Loading,Model_H475,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",2.0,Black,79445.0,2022-02-20,10.0,3.7,Croma,30.0,120.0,Neutral,Not Returned,Excellent performance.,Resolved,2023-10-12,Ahmedabad,Voltas Top Loading Water Dispenser (Model_H475),deepakart1,1.5 Tons,52963.29802446799,37.0
PID285302,Refrigerator,Double Door,Model_W386,1.5,550.0,7.0,12.0,Frost Free,NeoFrost Dual Cooling,1.0,Silver,16114.0,2022-07-15,2.0,4.8,Croma,20.0,24.0,Neutral,Not Returned,Remote stopped working.,In Progress,2023-01-17,Chennai,Voltas Double Door Refrigerator (Model_W386),vikas_reviews55,1.5 Tons,10742.659504893663,9.6
PID912291,Air Cooler,Personal,Model_A260,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,Blue,27146.0,2024-06-28,10.0,4.8,Croma,5.0,120.0,Neutral,Not Returned,Noisy operation at night.,In Progress,2023-01-21,Hyderabad,Voltas Personal Air Cooler (Model_A260),preeti.2,1.5 Tons,18097.321268452488,48.0
PID108644,Air Conditioner,Inverter AC,Model_C2,1.0,50.0,7.0,12.0,Inverter,Turbo Mode,4.0,Silver,55135.0,2023-08-04,5.0,5.0,Amazon,25.0,60.0,Positive,Not Returned,Delivered with damaged packaging.,Resolved,,Mumbai,Voltas Inverter AC Air Conditioner (Model_C2),ajay7,1.0 Tons,55134.94486505514,25.0
PID255477,Air Cooler,Personal,Model_A0,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,3.0,Silver,78045.0,2023-11-28,1.0,3.7,Amazon,10.0,12.0,Positive,Not Returned,Delivered with damaged packaging.,In Progress,2022-12-23,Mumbai,Voltas Personal Air Cooler (Model_T123),seema.deals87,1.5 Tons,52029.96531335646,3.7
PID736902,Dishwasher,Table Top,Model_X49,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,5.0,Grey,21616.0,2022-10-18,2.0,4.6,Amazon,10.0,24.0,Positive,Not Returned,Excellent performance.,Resolved,2022-06-28,Delhi,Voltas Table Top Dishwasher (Model_X49),reena_056,1.5 Tons,14410.65705956196,9.2
PID560846,Dishwasher,Table Top,Model_Q276,1.5,50.0,7.0,14.0,Electronic Control,AquaIntense,5.0,Grey,79763.0,2022-04-17,2.0,4.0,Vijay Sales,10.0,24.0,Negative,Not Returned,Slow installation service.,Unresolved,2024-01-21,Bangalore,Voltas Table Top Dishwashe r(Model_Q276),priyadeals185,1.5 Tons,53175.29788313475,8.0
PID567417,Water Dispenser,Top Loading,Model_Z25,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",1.0,Black,23601.0,2023-01-23,5.0,4.2,Croma,15.0,60.0,Negative,Returned,No issues so far.,Unresolved,2023-01-19,Bangalore,Voltas Top Loading Water Dispenser (Model_Z25),mohan.deals94,1.5 Tons,15733.98951067366,21.0
PID916123,Air Cooler,Personal,Model_A52,1.5,20.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,Grey,39408.0,2022-01-14,10.0,3.1,Amazon,10.0,120.0,Neutral,Not Returned,Remote stopped working.,In Progress,2023-06-08,Mumbai,Voltas Personal Air Cooler (Model_A52),nehashop92,1.5 Tons,26271.98248534501,31.0
PID304381,Refrigerator,Double Door,Model_J9,1.5,250.0,7.0,12.0,Compressor Cooling,StoreFresh+,5.0,Silver,63016.0,2022-05-30,2.0,4.6,Croma,30.0,24.0,Positive,Returned,Excellent performance.,Resolved,2022-08-22,Chennai,Voltas Double Door Refrigerator (Model_J9),ajay_reviews6,1.5 Tons,42010.63865957423,9.2
PID631495,Refrigerator,Double Door,Model_L141,1.5,550.0,7.0,12.0,Direct Cool,StoreFresh+,4.0,White,17287.0,2023-01-13,2.0,4.0,Amazon,5.0,24.0,Positive,Not Returned,Noisy operation at night.,In Progress,2024-03-21,Hyderabad,Voltas Double Door Refrigerator (Model_L141),deepa.india16,1.5 Tons,11524.658983560676,8.0
PID766792,Dishwasher,Full Size,Model_K348,1.5,50.0,7.0,15.0,Electronic Control,ProSmart Inverter Motor,1.0,Grey,66697.0,2023-09-02,1.0,3.8,Vijay Sales,20.0,12.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2023-09-19,Bangalore,Voltas Full Size Dishwasher (Model_K348),arjun.express236,1.5 Tons,44464.63702357532,3.8
PID796565,Washing Machine,Top Load,Model_Z441,1.5,50.0,7.0,12.0,Fully-Automatic,SteamWash,3.0,Blue,81860.0,2024-05-01,2.0,3.6,Vijay Sales,0.0,24.0,Negative,Not Returned,Noisy operation at night.,In Progress,2023-05-10,Mumbai,Voltas Top Load Washing Machine (Model_Z441),komal.450,1.5 Tons,54573.296951135366,7.2
PID129616,Air Conditioner,Inverter AC,Model_J269,1.2,50.0,7.0,12.0,Inverter,Turbo Mode,1.0,Black,32197.0,2023-12-31,2.0,4.8,Amazon,25.0,24.0,Neutral,Not Returned,Noisy operation at night.,Resolved,2023-08-30,Mumbai,Voltas Inverter ACA ir Conditioner (Model_J269),deepa6,1.2 Tons,26830.81097432419,9.6
PID731532,Air Conditioner,Inverter AC,Model_T19,2.0,50.0,7.0,12.0,Inverter,Adjustable Cooling,2.0,Blue,13538.0,2023-04-03,1.0,3.8,Flipkart,15.0,12.0,Neutral,Returned,Excellent performance.,Resolved,2024-03-31,Pune,Voltas Inverter AC Air Conditioner (Model_T19),radha.5,2.0 Tons,6768.996615501692,3.8
PID128402,Air Conditioner,Window AC,Model_U46,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,4.0,Grey,70167.0,2024-04-29,5.0,4.9,Amazon,20.0,60.0,Negative,Returned,Excellent performance.,Resolved,2023-06-08,Bangalore,Voltas Window AC Air Conditioner (Model_U46),arjun.express76,1.5 Tons,46777.96881468746,24.5
PID858484,Washing Machine,Front Load,Model_V229,1.5,50.0,9.0,12.0,Semi-Automatic,ProSmart Inverter Motor,2.0,Blue,47743.0,2023-08-16,10.0,4.6,Croma,10.0,120.0,Neutral,Not Returned,No issues so far.,In Progress,2023-06-06,Delhi,Voltas Front Load Washing Machine (Model_V229),radha_542,1.5 Tons,31828.645447569703,46.0
PID280484,Washing Machine,Top Load,Model_F473,1.5,50.0,9.0,12.0,Fully-Automatic,GentleWave Drum,3.0,Black,82516.0,2024-03-08,1.0,4.0,Flipkart,30.0,12.0,Positive,Returned,Remote stopped working.,Unresolved,2022-12-29,Delhi,Voltas Top Load Washing Machine (Model_F473),ajayshop755,1.5 Tons,55010.62999291334,4.0
PID714929,Dishwasher,Table Top,Model_A494,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,3.0,Silver,68458.0,2023-04-11,1.0,3.3,Vijay Sales,10.0,12.0,Positive,Not Returned,No issues so far.,Unresolved,2022-11-22,Hyderabad,Voltas Table Top Dishwasher (Model_A494),seema18,1.5 Tons,45638.63624090917,3.3
PID378072,Refrigerator,Side-by-Side,Model_I294,1.5,180.0,7.0,12.0,Direct Cool,StoreFresh+,1.0,Black,60205.0,2022-10-12,2.0,3.7,Croma,30.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2023-06-03,Delhi,Voltas Side-by-Side Refrigerator (Model_I294),rahul489,1.5 Tons,40136.63990890673,7.4
PID510862,Air Cooler,Personal,Model_U98,1.5,70.0,7.0,12.0,Evaporative Cooling,Remote Control,2.0,Silver,44194.0,2023-08-14,2.0,3.5,Amazon,15.0,24.0,Negative,Returned,Noisy operation at night.,Resolved,2023-02-22,Mumbai,Voltas Personal Air Cooler (Model_U98),neha_buyer323,1.5 Tons,29462.647024901984,7.0
PID790769,Refrigerator,Bottom Loading,Model_I138,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",3.0,Silver,40810.0,2022-07-01,1.0,3.4,Amazon,20.0,12.0,Negative,Not Returned,Slow installation service.,In Progress,2023-10-25,Delhi,Voltas Bottom Loading Water Dispenser (Model_I138),reena_buyer3,1.5 Tons,27206.648528900983,3.4
PID721232,Refrigerator,Double Door,Model_Y284,1.5,250.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,3.0,White,10369.0,2022-01-24,1.0,4.0,Croma,25.0,12.0,Neutral,Not Returned,Slow installation service.,Unresolved,2022-09-29,Bangalore,Voltas Double Door Refrigerator (Model_Y284),seema641,1.5 Tons,6912.662058225295,4.0
PID327284,Air Cooler,Personal,Model_G32,1.5,50.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,5.0,Grey,72198.0,2022-01-04,10.0,3.5,Vijay Sales,30.0,120.0,Positive,Returned,Excellent performance.,Unresolved,2022-06-29,Hyderabad,Voltas Personal Air Cooler (Model_G32),neha_reviews109,1.5 Tons,48131.96791202139,35.0
PID388769,Air Conditioner,Bottom Loading,Model_P197,1.2,50.0,7.0,12.0,Inverter,Self Diagnosis,5.0,Grey,67546.0,2023-10-07,1.0,4.0,Amazon,10.0,12.0,Positive,Not Returned,Noisy operation at night.,Unresolved,2024-03-08,Pune,Voltas Inverter AC Air Conditioner (Model_P197),divya.india8,1.2 Tons,56288.28642642799,4.0
PID916503,Water Dispenser,Bottom Loading,Model_U20,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",5.0,Silver,74437.0,2024-05-06,10.0,4.8,Amazon,25.0,120.0,Neutral,Not Returned,Slow installation service.,In Progress,2023-12-23,Chennai,Voltas Bottom Loading Water Dispenser (Model_U20),kiran.user30,1.5 Tons,49624.63358357761,48.0
PID545176,Refrigerator,Double Door,Model_M168,1.5,350.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,2.0,Blue,14776.0,2022-12-19,5.0,4.1,Amazon,10.0,60.0,Neutral,Returned,Slow installation service.,Resolved,2022-11-07,Hyderabad,Voltas Double Door Refrigerator (Model_M168),seema.9,1.5 Tons,9850.660099559936,20.5
PID629134,Dishwasher,Table Top,Model_U150,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,3.0,White,59152.0,2024-04-06,10.0,4.6,Flipkart,20.0,120.0,Neutral,Not Returned,Cooling issue after 2 months.,Unresolved,2023-05-24,Bangalore,Voltas Table Top Dishwasher (Model_U150),suresh_shop7,1.5 Tons,39434.64037690642,46.0
PID608976,Air Cooler,Desert,Model_A156,1.5,20.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,5.0,Grey,14608.0,2022-12-31,2.0,3.6,Flipkart,10.0,24.0,Negative,Not Returned,Remote stopped working.,In Progress,2023-07-22,Delhi,Voltas Desert Air Cooler (Model_A156),sanjay.user79,1.5 Tons,9738.66017422655,7.2
PID888824,Dishwasher,Full Size,Model_Q16,1.5,50.0,7.0,14.0,Electronic Control,Hygiene+,5.0,Blue,52447.0,2022-08-11,2.0,4.9,Vijay Sales,30.0,24.0,Positive,Not Returned,Remote stopped working.,In Progress,2022-01-24,Bangalore,Voltas Full Size Dishwasher (Model_Q16),anil_user4,1.5 Tons,34964.64335690443,9.8
PID692540,Refrigerator,Single Door,Model_L167,1.5,350.0,7.0,12.0,Frost Free,StoreFresh+,2.0,Grey,33214.0,2023-12-24,1.0,4.6,Croma,15.0,12.0,Positive,Returned,Remote stopped working.,Unresolved,2023-10-27,Hyderabad,Voltas Single Door Refrigerator (Model_L167),radha63,1.5 Tons,22142.65190489873,4.6
PID675151,Refrigerator,Side-by-Side,Model_M376,1.5,550.0,7.0,12.0,Direct Cool,StoreFresh+,5.0,White,71359.0,2023-06-23,10.0,3.4,Croma,5.0,120.0,Positive,Not Returned,Excellent performance.,Resolved,2023-07-03,Chennai,Voltas Side-by-Side Refrigerator (Model_M376),ravi.online880,1.5 Tons,47572.6349515767,34.0
PID767013,Washing Machine,Top Load,Model_N377,1.5,50.0,7.0,12.0,Semi-Automatic,ProSmart Inverter Motor,5.0,Grey,53013.0,2023-04-23,2.0,3.7,Croma,10.0,120.0,Negative,Not Returned,Remote stopped working.,Resolved,2022-08-22,Hyderabad,Voltas Top Load Washing Machine (Model_N377),ravi.shop81,1.5 Tons,35341.97643868237,7.4
PID404474,Refrigerator,Side-by-Side,Model_E368,1.5,350.0,7.0,12.0,Direct Cool,StoreFresh+,1.0,Blue,19970.0,2023-02-12,2.0,3.4,Amazon,20.0,24.0,Negative,Not Returned,Noisy operation at night.,In Progress,2024-03-29,Pune,Voltas Side-by-Side Refrigerator (Model_E368),nehauser9,1.5 Tons,13313.324457783696,6.8
PID182348,Dishwasher,Full Size,Model_R225,1.5,50.0,7.0,15.0,Compressor Cooling,Hygiene+,4.0,White,38836.0,2023-12-09,2.0,4.5,Amazon,15.0,24.0,Neutral,Returned,Noisy operation at night.,Resolved,2023-01-01,Hyderabad,Voltas Full Size Dishwasher (Model_R225),sanjaydeals706,1.5 Tons,25890.64940623373,9.0
PID692934,Air Cooler,Personal,Model_A130,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,1.0,Silver,39256.0,2023-09-17,10.0,4.3,Amazon,20.0,120.0,Neutral,Returned,Excellent performance.,Resolved,2022-12-20,Delhi,Voltas Personal Air Cooler (Model_A130),ajay0,1.5 Tons,26170.64921956719,43.0
PID208221,Washing Machine,Front Load,Model_H319,1.5,50.0,6.0,12.0,Semi-Automatic,SteamWash,2.0,Blue,31862.0,2022-06-14,2.0,4.0,Croma,30.0,24.0,Neutral,Returned,Delivered with damaged packaging.,Unresolved,2023-09-11,Hyderabad,Voltas Front Load Washing Machine (Model_H319),swatikart045,1.5 Tons,21241.319172453885,8.0
PID621977,Air Cooler,Personal,Model_A0,1.5,70.0,7.0,12.0,Evaporative Cooling,Remote Control,4.0,Grey,17858.0,,2.0,3.9,Amazon,20.0,120.0,Positive,Not Returned,Excellent performance.,In Progress,2022-07-30,Chennai,Voltas Personal Air Cooler (Model_Y336),vinod_2,1.5 Tons,11905.325396449736,7.8
PID433097,Dishwasher,Table Top,Model_N299,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,3.0,Blue,39733.0,2023-03-02,10.0,3.9,Amazon,5.0,120.0,Positive,Not Returned,Delivered with damaged packaging.,Resolved,2023-08-28,Delhi,Voltas Table Top Dishwasher (Model_N299),arjun_20,1.5 Tons,26488.64900756733,39.0
PID713967,Washing Machine,Front Load,Model_J321,1.5,50.0,9.0,12.0,Fully-Automatic,ProSmart Inverter Motor,4.0,Grey,46717.0,2023-10-13,2.0,4.0,Vijay Sales,10.0,60.0,Neutral,Returned,Delivered with damaged packaging.,Resolved,2023-02-27,Delhi,Voltas Front Load Washing Machine (Model_J321),anita.2,1.5 Tons,31144.6459035694,8.0
PID430190,Washing Machine,Top Load,Model_B495,1.5,50.0,6.5,12.0,Semi-Automatic,GentleWave Drum,3.0,Grey,13928.0,2023-06-20,10.0,4.5,Vijay Sales,20.0,120.0,Negative,Returned,Remote stopped working.,Resolved,2022-08-21,Pune,Voltas Top LoadW ashing Machine (Model_B495),vinod9,1.5 Tons,9285.32714311524,45.0
PID963073,Air Cooler,Desert,Model_K62,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,3.0,Grey,10636.0,,2.0,3.7,Flipkart,10.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2022-06-06,Bangalore,Voltas Desert Air Cooler (Model_K62),deepaindia150,1.5 Tons,7090.661939558708,7.4
PID275253,Refrigerator,Single Door,Model_Z129,1.5,50.0,7.0,12.0,Frost Free,StoreFresh+,5.0,Black,56407.0,2024-06-16,2.0,3.1,Croma,15.0,24.0,Neutral,Not Returned,Remote stopped working.,Resolved,2022-03-28,Hyderabad,Voltas Single Door Refrigerator (Model_Z129),vikasexpress2,1.5 Tons,37604.6415969056,6.2
PID848290,Water Dispenser,Top Loading,Model_A0,1.5,20.0,7.0,12.0,Compressor Cooling,Normal & Cold,5.0,Silver,21241.0,2023-05-09,5.0,3.5,Croma,0.0,24.0,Positive,Not Returned,Excellent performance.,In Progress,2023-12-01,Bangalore,Voltas Top Loading Water Dispenser (Model_J35),rohit_966,1.5 Tons,14160.657226228515,17.5
