product_id,price_inr,energy_rating_stars,warranty_years,capacity_unified,price_density_score,warranty_quality_interaction,city,platform,reviewer_location,availability,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,color,manufacturing_date,customer_rating,discount_offered,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,product_name,username
PID767013,53013.0,5.0,2.0,1.5 Tons,35341.97643868237,7.4,Chennai,Croma,Hyderabad,Out of Stock,Washing Machine,Top Load,Model_N377,1.5,50.0,7.0,12.0,Semi-Automatic,ProSmart Inverter Motor,Grey,2023-04-23,3.7,10.0,120.0,Negative,Not Returned,Remote stopped working.,Resolved,2022-08-22,Voltas Top Load Washing Machine (Model_N377),ravi.shop81
PID593466,33789.0,1.0,1.0,1.5 Tons,22525.98498267668,3.1,Pune,Flipkart,Mumbai,In Stock,Air Conditioner,Split AC,Model_E108,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,Grey,2023-11-23,3.1,30.0,12.0,Positive,Not Returned,Noisy operation at night.,In Progress,2022-12-11,Voltas Split AC Air Conditioner (Model_E108),nisha.online6
PID327284,72198.0,5.0,10.0,1.5 Tons,48131.96791202139,35.0,Delhi,Vijay Sales,Hyderabad,In Stock,Air Cooler,Personal,Model_G32,1.5,50.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,Grey,2022-01-04,3.5,30.0,120.0,Positive,Returned,Excellent performance.,Unresolved,2022-06-29,Voltas Personal Air Cooler (Model_G32),neha_reviews109
PID612803,36876.0,3.0,10.0,1.5 Tons,24583.983610677595,46.0,Chennai,Croma,Delhi,In Stock,Air Cooler,Bottom Loading,Model_L323,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,Grey,2023-03-14,4.6,5.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,Unresolved,2023-12-02,Voltas Desert Air Cooler (Model_L323),ravi321
PID666577,20769.0,5.0,2.0,1.0 Tons,20768.97923102077,9.0,Bengaluru,Flipkart,Hyderabad,In Stock,Air Conditioner,Window AC,Model_N143,1.0,50.0,7.0,12.0,Non-Inverter,Adjustable Cooling,White,2022-04-24,4.5,15.0,24.0,Neutral,Returned,Remote stopped working.,Unresolved,2023-05-26,Voltas Window AC Air Conditioner (Model_N143),amit.india954
PID731532,13538.0,2.0,1.0,2.0 Tons,6768.996615501692,3.8,Bengaluru,Flipkart,Pune,In Stock,Air Conditioner,Inverter AC,Model_T19,2.0,50.0,7.0,12.0,Inverter,Adjustable Cooling,Blue,2023-04-03,3.8,15.0,12.0,Neutral,Returned,Excellent performance.,Resolved,2024-03-31,Voltas Inverter AC Air Conditioner (Model_T19),radha.5
PID304381,63016.0,5.0,2.0,1.5 Tons,42010.63865957423,9.2,Mumbai,Croma,Chennai,In Stock,Refrigerator,Double Door,Model_J9,1.5,250.0,7.0,12.0,Compressor Cooling,StoreFresh+,Silver,2022-05-30,4.6,30.0,24.0,Positive,Returned,Excellent performance.,Resolved,2022-08-22,Voltas Double Door Refrigerator (Model_J9),ajay_reviews6
PID696217,84786.0,2.0,5.0,1.5 Tons,56523.962317358455,23.5,Hyderabad,Flipkart,Hyderabad,Out of Stock,Refrigerator,Single Door,Model_C106,1.5,180.0,7.0,12.0,Frost Free,StoreFresh+,Grey,2022-09-24,4.7,15.0,60.0,Neutral,Returned,Noisy operation at night.,In Progress,2022-05-24,Voltas Single Door Refrigerator (Model_C106),vikas.4
PID692934,39256.0,1.0,10.0,1.5 Tons,26170.64921956719,43.0,Chennai,Amazon,Delhi,Out of Stock,Air Cooler,Personal,Model_A130,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,Silver,2023-09-17,4.3,20.0,120.0,Neutral,Returned,Excellent performance.,Resolved,2022-12-20,Voltas Personal Air Cooler (Model_A130),ajay0
PID901929,32973.0,5.0,10.0,1.5 Tons,21981.985345343102,37.0,Hyderabad,Flipkart,Hyderabad,In Stock,Water Dispenser,Top Loading,Model_J217,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",White,2023-06-05,3.7,25.0,120.0,Neutral,Not Returned,No issues so far.,In Progress,2022-01-07,Voltas Top Loading Water Dispenser (Model_J217),kiran_01
PID567417,23601.0,1.0,5.0,1.5 Tons,15733.98951067366,21.0,Mumbai,Croma,Bangalore,In Stock,Water Dispenser,Top Loading,Model_Z25,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",Black,2023-01-23,4.2,15.0,60.0,Negative,Returned,No issues so far.,Unresolved,2023-01-19,Voltas Top Loading Water Dispenser (Model_Z25),mohan.deals94
PID284044,83505.0,3.0,5.0,1.5 Tons,55669.96288669141,15.5,Hyderabad,Croma,Mumbai,Out of Stock,Dishwasher,Table Top,Model_M480,1.5,50.0,7.0,12.0,Electronic Control,AquaIntense,White,2024-05-14,3.1,25.0,60.0,Neutral,Not Returned,Delivered with damaged packaging.,Resolved,2023-11-13,Voltas Table Top Dishwasher (Model_M480),rajesh_879
PID582152,75763.0,5.0,5.0,1.5 Tons,50508.63299424468,18.5,Delhi,Amazon,Chennai,Out of Stock,Washing Machine,Front Load,Model_V151,1.5,50.0,8.0,12.0,Semi-Automatic,GentleWave Drum,Black,2024-06-26,3.7,0.0,60.0,Positive,Not Returned,No issues so far.,In Progress,2023-09-27,Voltas Front Load WashingM achine (Model_V151),ishaindia87
PID545800,54016.0,4.0,2.0,1.5 Tons,36010.64265957156,8.8,Pune,Vijay Sales,Pune,Out of Stock,Washing Machine,Front Load,Model_X153,1.5,50.0,6.5,12.0,Fully-Automatic,ProSmart Inverter Motor,White,2023-06-07,4.4,10.0,24.0,Positive,Not Returned,Delivered with damaged packaging.,Unresolved,2024-04-30,Votlas Front Load Washing Machine (Model_X153),sanjaykart9
PID376017,21594.0,1.0,2.0,1.5 Tons,14395.990402673066,7.4,Pune,Vijay Sales,Bangalore,In Stock,Dishwasher,Table Top,Model_G84,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,White,2024-03-27,3.7,15.0,24.0,Positive,Not Returned,No issues so far.,In Progress,2024-03-18,Voltas Table Top Dishwasher (Model_G84),sureshexpress6
PID644691,14939.0,3.0,5.0,1.5 Tons,9959.326693782205,23.0,Delhi,Amazon,Hyderabad,Out of Stock,Refrigerator,Double Door,Model_P41,1.5,550.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,White,2022-09-12,4.6,0.0,60.0,Neutral,Not Returned,Delivered with damaged packaging.,Resolved,2022-01-08,Voltas Double Door Refrigeratro (Model_P41),amit.67
PID326809,48865.0,3.0,10.0,1.5 Tons,32576.64494890337,48.0,Hyderabad,Croma,Hyderabad,In Stock,Water Dispenser,Top Loading,Model_Q94,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,White,2022-08-31,4.8,5.0,120.0,Negative,Not Returned,Slow installation service.,Resolved,2024-03-20,Voltas Top Loading Water Dispenser (Model_Q94),mukesh.buyer896
PID772862,46386.0,4.0,2.0,1.5 Tons,30923.979384013743,6.6,Pune,Flipkart,Ahmedabad,In Stock,Air Conditioner,Window AC,Model_M194,1.5,50.0,7.0,12.0,Non-Inverter,Adjustable Cooling,Black,2022-10-24,3.3,5.0,24.0,Negative,Returned,Excellent performance.,Resolved,2022-09-06,Votlas Window AC Air Conditioner (Model_M194),suresh_express9
PID324713,68786.0,3.0,2.0,1.5 Tons,45857.30276179816,6.4,Pune,Croma,Chennai,In Stock,Air Cooler,Desert,Model_P431,1.5,20.0,7.0,12.0,Evaporative Cooling,Remote Control,White,2024-03-18,3.2,0.0,24.0,Negative,Returned,Excellent performance.,In Progress,2024-05-17,Voltas Desert Air Cooler (Model_P431),vikas.shop193
PID672757,78565.0,4.0,10.0,1.5 Tons,52376.63174891217,43.0,Chennai,Vijay Sales,Hyderabad,In Stock,Water Dispenser,Bottom Loading,Model_E316,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",Silver,,4.3,25.0,120.0,Negative,Returned,Excellent performance.,In Progress,2022-11-15,Voltas Bottom Loading Water Dispenser (Model_E316),rajesh_00
PID318309,73187.0,1.0,10.0,1.5 Tons,48791.30080579947,47.0,Hyderabad,Vijay Sales,Chennai,In Stock,Washing Machine,Top Load,Model_R433,1.5,50.0,6.5,12.0,Fully-Automatic,SteamWash,White,2023-09-13,4.7,25.0,120.0,Neutral,Not Returned,No issues so far.,Unresolved,2023-08-22,Voltas Top Load Washing Machine (Model_R433),seema_online94
PID487013,41726.0,2.0,1.0,1.5 Tons,27817.31478845681,3.2,Mumbai,Amazon,Hyderabad,In Stock,Water Dispenser,Bottom Loading,Model_E160,1.5,20.0,7.0,12.0,Compressor Cooling,Normal & Cold,Silver,2022-10-03,3.2,10.0,12.0,Neutral,Not Returned,Excellent performance.,Resolved,2023-05-17,Voltas Bottom Loading Water Dispenser (Model_E160),preeti.5
PID621977,17858.0,4.0,2.0,1.5 Tons,11905.325396449736,7.8,Chennai,Amazon,Chennai,In Stock,Air Cooler,Personal,Model_A0,1.5,70.0,7.0,12.0,Evaporative Cooling,Remote Control,Grey,,3.9,20.0,120.0,Positive,Not Returned,Excellent performance.,In Progress,2022-07-30,Voltas Personal Air Cooler (Model_Y336),vinod_2
PID263681,77277.0,4.0,2.0,1.5 Tons,51517.96565468957,6.0,Bengaluru,Vijay Sales,Hyderabad,In Stock,Washing Machine,Front Load,Model_X361,1.5,50.0,6.5,12.0,Fully-Automatic,ProSmart Inverter Motor,Silver,2023-12-25,3.0,20.0,24.0,Negative,Not Returned,Excellent performance.,In Progress,2023-04-20,Voltas Front Load Washing Machine (Model_X361),mukesh.india59
PID438219,16595.0,3.0,2.0,2.0 Tons,8297.495851252073,8.8,Mumbai,Amazon,Delhi,In Stock,Air Conditioner,Split AC,Model_N13,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Silver,2022-01-12,4.4,20.0,24.0,Neutral,Not Returned,No issues so far.,In Progress,2023-08-19,Voltas Split AC Air Conditioenr (Model_N13),rahuldeals135
PID204092,42718.0,3.0,5.0,1.5 Tons,28478.647680901548,19.0,Delhi,Flipkart,Chennai,In Stock,Dishwasher,Full Size,Model_M64,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,Black,2022-05-30,3.8,25.0,60.0,Neutral,Returned,Excellent performance.,Unresolved,2024-06-13,Voltas Full Size Dishwasher (Model_M64),deepakart006
PID335336,12030.0,1.0,1.0,1.5 Tons,8019.994653336898,4.7,Hyderabad,Croma,Hyderabad,Out of Stock,Washing Machine,Top Load,Model_M402,1.5,50.0,8.0,12.0,Semi-Automatic,SteamWash,Grey,2023-03-22,4.7,15.0,12.0,Negative,Returned,Noisy operation at night.,Unresolved,2022-09-07,Voltas Top Load Washing Machine (Model_M402),amit_buyer979
PID543933,62186.0,1.0,2.0,1.5 Tons,41457.30569512954,8.0,Chennai,Flipkart,Hyderabad,In Stock,Washing Machine,Front Load,Model_F135,1.5,50.0,6.5,12.0,Semi-Automatic,ProSmart Inverter Motor,Blue,2022-02-07,4.0,20.0,24.0,Negative,Returned,Excellent performance.,Resolved,2024-04-07,Voltas Front Load Washing Machine (Model_F135),swati_142
PID924913,37984.0,3.0,2.0,1.5 Tons,25322.649784900143,8.8,Hyderabad,Vijay Sales,Hyderabad,In Stock,Washing Machine,Front Load,Model_Z51,1.5,50.0,6.5,12.0,Compressor Cooling,ProSmart Inverter Motor,Blue,2023-09-07,4.4,5.0,24.0,Positive,Not Returned,Excellent performance.,Resolved,2023-02-21,Voltas Front Load Washing Machine (Model_Z51),vinod_6
PID276650,48040.0,3.0,1.0,1.5 Tons,32026.6453155698,4.5,Hyderabad,Croma,Hyderabad,Out of Stock,Dishwasher,Table Top,Model_X335,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,Grey,2023-06-16,4.5,15.0,12.0,Neutral,Not Returned,Noisy operation at night.,In Progress,2022-06-04,Voltas Table Top Dishwasher (Model_X335),amitreviews742
PID858484,47743.0,2.0,10.0,1.5 Tons,31828.645447569703,46.0,Pune,Croma,Delhi,In Stock,Washing Machine,Front Load,Model_V229,1.5,50.0,9.0,12.0,Semi-Automatic,ProSmart Inverter Motor,Blue,2023-08-16,4.6,10.0,120.0,Neutral,Not Returned,No issues so far.,In Progress,2023-06-06,Voltas Front Load Washing Machine (Model_V229),radha_542
PID944188,47260.0,3.0,1.0,1.5 Tons,31506.645662236228,4.0,Chennai,Amazon,Ahmedabad,Out of Stock,Washing Machine,Top Load,Model_A312,1.5,50.0,8.0,12.0,Semi-Automatic,GentleWave Drum,Silver,2024-02-15,4.0,30.0,12.0,Positive,Not Returned,Noisy operation at night.,Unresolved,2022-10-09,Voltas Top Load Washing Machine (Model_A312),deepa.63
PID408437,45303.0,3.0,1.0,1.5 Tons,30201.97986534676,4.5,Bengaluru,Vijay Sales,Mumbai,Out of Stock,Water Dispenser,Bottom Loading,Model_L271,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",White,2022-11-24,4.5,20.0,12.0,Negative,Not Returned,Remote stopped working.,In Progress,2023-08-09,Voltas Bottom Loading Water Dispenser (Model_L271),vikaszone9
PID433097,39733.0,3.0,10.0,1.5 Tons,26488.64900756733,39.0,Hyderabad,Amazon,Delhi,In Stock,Dishwasher,Table Top,Model_N299,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,Blue,2023-03-02,3.9,5.0,120.0,Positive,Not Returned,Delivered with damaged packaging.,Resolved,2023-08-28,Voltas Table Top Dishwasher (Model_N299),arjun_20
PID963073,10636.0,3.0,2.0,1.5 Tons,7090.661939558708,7.4,Hyderabad,Flipkart,Bangalore,In Stock,Air Cooler,Desert,Model_K62,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,Grey,,3.7,10.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2022-06-06,Voltas Desert Air Cooler (Model_K62),deepaindia150
PID736902,21616.0,5.0,2.0,1.5 Tons,14410.65705956196,9.2,Mumbai,Amazon,Delhi,In Stock,Dishwasher,Table Top,Model_X49,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,Grey,2022-10-18,4.6,10.0,24.0,Positive,Not Returned,Excellent performance.,Resolved,2022-06-28,Voltas Table Top Dishwasher (Model_X49),reena_056
PID430190,13928.0,3.0,10.0,1.5 Tons,9285.32714311524,45.0,Mumbai,Vijay Sales,Pune,In Stock,Washing Machine,Top Load,Model_B495,1.5,50.0,6.5,12.0,Semi-Automatic,GentleWave Drum,Grey,2023-06-20,4.5,20.0,120.0,Negative,Returned,Remote stopped working.,Resolved,2022-08-21,Voltas Top LoadW ashing Machine (Model_B495),vinod9
PID131574,58959.0,4.0,10.0,1.5 Tons,39305.97379601747,41.0,Hyderabad,Amazon,Delhi,Out of Stock,Refrigerator,Double Door,Model_B1,1.5,450.0,7.0,12.0,Direct Cool,StoreFresh+,Silver,2023-06-29,4.1,30.0,120.0,Negative,Not Returned,Cooling issue after 2 months.,Resolved,2023-05-27,Voltas Double Door Refrigerator (Model_B1),rohit.shop608
PID512559,31993.0,1.0,1.0,1.5 Tons,21328.65244756504,3.8,Bengaluru,Flipkart,Ahmedabad,Out of Stock,Refrigerator,Desert,Model_O456,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,Black,2022-09-08,3.8,0.0,12.0,Neutral,Returned,Remote stopped working.,Unresolved,2023-11-26,Voltas Desert Air Cooler (Model_O456),reenadeals18
PID916123,39408.0,3.0,10.0,1.5 Tons,26271.98248534501,31.0,Hyderabad,Amazon,Mumbai,Out of Stock,Air Cooler,Personal,Model_A52,1.5,20.0,7.0,12.0,Evaporative Cooling,Remote Control,Grey,2022-01-14,3.1,10.0,120.0,Neutral,Not Returned,Remote stopped working.,In Progress,2023-06-08,Voltas Personal Air Cooler (Model_A52),nehashop92
PID275253,56407.0,5.0,2.0,1.5 Tons,37604.6415969056,6.2,Delhi,Croma,Hyderabad,In Stock,Refrigerator,Single Door,Model_Z129,1.5,50.0,7.0,12.0,Frost Free,StoreFresh+,Black,2024-06-16,3.1,15.0,24.0,Neutral,Not Returned,Remote stopped working.,Resolved,2022-03-28,Voltas Single Door Refrigerator (Model_Z129),vikasexpress2
PID242516,47999.0,3.0,2.0,1.5 Tons,31999.312000458667,6.4,Delhi,Flipkart,Delhi,In Stock,Washing Machine,Top Load,Model_Q458,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,White,2022-04-22,3.2,5.0,24.0,Neutral,Not Returned,Slow installation service.,Resolved,2024-02-15,Voltas Top Load Washing Machine (Model_Q458),deepa55
PID223368,33923.0,4.0,10.0,1.5 Tons,22615.3182564545,36.0,Mumbai,Flipkart,Mumbai,In Stock,Washing Machine,Front Load,Model_Q146,1.5,50.0,7.0,12.0,Semi-Automatic,GentleWave Drum,Blue,2024-01-12,3.6,0.0,120.0,Neutral,Returned,Slow installation service.,Unresolved,2022-05-15,Voltas Front Load Washing Machine (Model_Q146),nehareviews343
PID510809,77550.0,4.0,2.0,1.5 Tons,51699.96553335631,8.2,Bengaluru,Croma,Chennai,In Stock,Dishwasher,Full Size,Model_S382,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,White,,4.1,20.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2024-01-17,Voltas Full Size Dishwasher (Model_S382),kiran2
PID946307,72662.0,4.0,10.0,1.5 Tons,48441.301039132646,30.0,Chennai,Croma,Pune,In Stock,Air Cooler,Desert,Model_S148,1.5,50.0,7.0,12.0,Evaporative Cooling,Ice Chamber,Black,2023-08-11,3.0,30.0,120.0,Positive,Returned,Remote stopped working.,In Progress,2022-10-25,VoltasD esert Air Cooler (Model_S148),shilpakart65
PID514014,40347.0,4.0,2.0,2.0 Tons,20173.48991325504,7.8,Bengaluru,Flipkart,Ahmedabad,Out of Stock,Air Conditioner,Window AC,Model_F57,2.0,50.0,7.0,12.0,Non-Inverter,Turbo Mode,Silver,2022-01-14,3.9,20.0,24.0,Negative,Returned,Excellent performance.,In Progress,2024-02-09,Vlotas Single Door Refrigerator (Model_N325),nisha_146
PID378072,60205.0,1.0,2.0,1.5 Tons,40136.63990890673,7.4,Bengaluru,Croma,Delhi,In Stock,Refrigerator,Side-by-Side,Model_I294,1.5,180.0,7.0,12.0,Direct Cool,StoreFresh+,Black,2022-10-12,3.7,30.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2023-06-03,Voltas Side-by-Side Refrigerator (Model_I294),rahul489
PID335142,81794.0,1.0,5.0,1.5 Tons,54529.29698046868,17.0,Hyderabad,Amazon,Ahmedabad,Out of Stock,Refrigerator,Single Door,Model_V21,1.5,250.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,Grey,2023-07-19,3.4,0.0,60.0,Positive,Not Returned,Slow installation service.,Resolved,2022-08-22,Vlotas Single Door Refrigerator (Model_N325),anita_kart167
PID106965,66190.0,3.0,10.0,1.5 Tons,44126.6372489085,32.0,Pune,Amazon,Mumbai,Out of Stock,Refrigerator,Side-by-Side,Model_B53,1.5,180.0,7.0,12.0,Compressor Cooling,StoreFresh+,White,2023-09-07,3.2,5.0,120.0,Negative,Returned,Delivered with damaged packaging.,Resolved,2024-01-05,Voltas Side-by-Side Refrigerator (Model_B53),arjun550
PID342398,30904.0,1.0,10.0,1.5 Tons,20602.65293156472,34.0,Bengaluru,Croma,Delhi,In Stock,Air Conditioner,Inverter AC,Model_P483,1.5,50.0,7.0,12.0,Inverter,Turbo Mode,Grey,2022-10-08,3.4,0.0,120.0,Neutral,Returned,Remote stopped working.,In Progress,2023-03-19,Voltas Inverter AC Air Conditioner (Model_P483),komal_32
PID800651,82933.0,3.0,1.0,1.5 Tons,55288.62980758013,4.3,Hyderabad,Vijay Sales,Delhi,Out of Stock,Air Conditioner,Split AC,Model_I112,1.5,50.0,7.0,12.0,Non-Inverter,Adjustable Cooling,Grey,2023-10-04,4.3,30.0,12.0,Positive,Not Returned,Delivered with damaged packaging.,In Progress,2023-05-26,Voltas Split AC Air Conditioner (Model_I112),anita_india190
PID239448,51317.0,3.0,2.0,1.0 Tons,51316.94868305132,7.6,Bengaluru,Vijay Sales,Bangalore,Out of Stock,Air Conditioner,Bottom Loading,Model_A0,1.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Black,2024-01-04,3.8,20.0,24.0,Negative,Not Returned,Cooling issue after 2 months.,Unresolved,2022-11-04,Voltas Window AC Air Conditioner (Mdoel_Q354),preetishop244
PID255477,78045.0,3.0,1.0,1.5 Tons,52029.96531335646,3.7,Hyderabad,Amazon,Mumbai,In Stock,Air Cooler,Personal,Model_A0,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,Silver,2023-11-28,3.7,10.0,12.0,Positive,Not Returned,Delivered with damaged packaging.,In Progress,2022-12-23,Voltas Personal Air Cooler (Model_T123),seema.deals87
PID288877,76894.0,3.0,1.0,1.5 Tons,51262.63249157834,4.0,Bengaluru,Vijay Sales,Delhi,In Stock,Dishwasher,Table Top,Model_O482,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,Blue,2024-02-27,4.0,20.0,12.0,Neutral,Returned,Remote stopped working.,In Progress,2023-12-03,Voltas Table Top Dishwasher (Model_O482),preeti_online1
PID641296,37787.0,4.0,1.0,1.5 Tons,25191.31653912231,5.0,Hyderabad,Flipkart,Hyderabad,In Stock,Refrigerator,Double Door,Model_G318,1.5,450.0,7.0,12.0,Frost Free,StoreFresh+,Blue,2022-01-03,5.0,20.0,12.0,Negative,Not Returned,Cooling issue after 2 months.,Unresolved,2024-02-01,Voltas Double Door Refrigerator (Model_G318),nisha.5
PID123695,36482.0,3.0,5.0,2.0 Tons,18240.99087950456,18.5,Hyderabad,Amazon,Pune,In Stock,Air Conditioner,Split AC,Model_S44,2.0,50.0,7.0,12.0,Non-Inverter,Turbo Mode,White,2023-01-31,3.7,15.0,60.0,Positive,Returned,No issues so far.,Resolved,2022-01-01,Voltas Split AC AirC onditioner (Model_S44),vikas.shop498
PID479328,45548.0,2.0,2.0,1.5 Tons,30365.313089791274,8.0,Chennai,Croma,Delhi,In Stock,Water Dispenser,Bottom Loading,Model_D367,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,White,2024-04-22,4.0,0.0,60.0,Neutral,Not Returned,Delivered with damaged packaging.,Unresolved,2022-08-15,Voltas Bottom Loading Water Dispenser (Model_D367),neha.9
PID628530,49974.0,1.0,10.0,1.5 Tons,33315.977789348144,49.0,Pune,Flipkart,Bangalore,Out of Stock,Washing Machine,Front Load,Model_D159,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Silver,2024-06-18,4.9,0.0,120.0,Positive,Returned,No issues so far.,Resolved,2023-06-08,Voltas Front Load Washing Machine (Model_D159),seema_zone289
PID848290,21241.0,5.0,5.0,1.5 Tons,14160.657226228515,17.5,Mumbai,Croma,Bangalore,In Stock,Water Dispenser,Top Loading,Model_A0,1.5,20.0,7.0,12.0,Compressor Cooling,Normal & Cold,Silver,2023-05-09,3.5,0.0,24.0,Positive,Not Returned,Excellent performance.,In Progress,2023-12-01,Voltas Top Loading Water Dispenser (Model_J35),rohit_966
PID478104,25742.0,5.0,5.0,1.5 Tons,17161.321892452073,18.0,Hyderabad,Amazon,Delhi,Out of Stock,Water Dispenser,Top Loading,Model_I242,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,Silver,2024-04-07,3.6,20.0,60.0,Positive,Not Returned,Cooling issue after 2 months.,In Progress,2022-03-02,Voltas Top Loading Water Dispenser (Model_I242),nisha_354
PID514014,45080.0,3.0,10.0,1.5 Tons,30053.313297791137,46.0,Bengaluru,Croma,Hyderabad,Out of Stock,Air Cooler,Tower,Model_B183,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,Grey,2022-12-02,4.6,25.0,120.0,Positive,Returned,Noisy operation at night.,In Progress,2024-05-30,Voltas Tower Air Cooler (Model_B183),swati_9
PID744276,26145.0,3.0,1.0,1.5 Tons,17429.988380007748,3.1,Bengaluru,Amazon,Ahmedabad,In Stock,Dishwasher,Bottom Loading,Model_F447,1.5,50.0,7.0,15.0,Electronic Control,Hygiene+,Grey,2022-04-23,3.1,5.0,12.0,Neutral,Returned,Excellent performance.,Unresolved,2024-06-11,Voltas Full Size Dishwasher (Model_F447),vinod_25
PID328578,65386.0,1.0,10.0,1.2 Tons,54488.28792642673,33.0,Delhi,Croma,Chennai,Out of Stock,Air Conditioner,Inverter AC,Model_K140,1.2,50.0,7.0,12.0,Inverter,Turbo Mode,Black,2023-03-27,3.3,15.0,120.0,Neutral,Not Returned,Excellent performance.,Unresolved,2022-06-18,Voltas Inverter AC Air Conditioner (Model_K140),radha.online45
PID377001,70759.0,3.0,10.0,1.5 Tons,47172.63521824319,49.0,Mumbai,Amazon,Pune,Out of Stock,Washing Machine,Front Load,Model_N351,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Black,2024-01-07,4.9,0.0,120.0,Neutral,Not Returned,Excellent performance.,Unresolved,2024-04-04,Voltas Front Load Washing Machine (Model_N351),shilpa.107
PID178724,71567.0,4.0,1.0,1.5 Tons,47711.30152579898,3.9,Bengaluru,Amazon,Hyderabad,Out of Stock,Washing Machine,Front Load,Model_S122,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Grey,2024-04-27,3.9,5.0,12.0,Negative,Not Returned,Cooling issue after 2 months.,Resolved,2022-08-09,Voltas Front Load Washing Machine (Model_S122),seema_deals2
PID947406,33764.0,3.0,2.0,1.0 Tons,33763.96623603377,6.6,Chennai,Croma,Chennai,In Stock,Air Conditioner,Split AC,Model_S304,1.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Black,2023-08-12,3.3,25.0,24.0,Positive,Not Returned,Cooling issue after 2 months.,In Progress,2022-06-05,Voltas Split AC Air Conditioner (Model_S304),seema64
PID182348,38836.0,4.0,2.0,1.5 Tons,25890.64940623373,9.0,Mumbai,Amazon,Hyderabad,In Stock,Dishwasher,Full Size,Model_R225,1.5,50.0,7.0,15.0,Compressor Cooling,Hygiene+,White,2023-12-09,4.5,15.0,24.0,Neutral,Returned,Noisy operation at night.,Resolved,2023-01-01,Voltas Full Size Dishwasher (Model_R225),sanjaydeals706
PID228313,59371.0,4.0,1.0,1.5 Tons,39580.64027957315,4.4,Bengaluru,Croma,Ahmedabad,In Stock,Dishwasher,Full Size,Model_U358,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,Black,2022-12-14,4.4,0.0,12.0,Positive,Not Returned,Excellent performance.,Unresolved,2022-11-09,Voltas Full Size Dishwasher (Model_U358),arjunindia527
PID285302,16114.0,1.0,2.0,1.5 Tons,10742.659504893663,9.6,Pune,Croma,Chennai,In Stock,Refrigerator,Double Door,Model_W386,1.5,550.0,7.0,12.0,Frost Free,NeoFrost Dual Cooling,Silver,2022-07-15,4.8,20.0,24.0,Neutral,Not Returned,Remote stopped working.,In Progress,2023-01-17,Voltas Double Door Refrigerator (Model_W386),vikas_reviews55
PID514014,15731.0,3.0,1.0,1.5 Tons,10487.32634178244,3.2,Pune,Croma,Delhi,In Stock,Dishwasher,Table Top,Model_F31,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,Blue,2022-02-01,3.2,10.0,12.0,Positive,Returned,Noisy operation at night.,Unresolved,2022-11-13,Voltas Table Top Dishwasher (Model_F31),nisha2
